time,open,high,low,close,volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2026-07-30 09:30:00-04:00,334.1099853515625,334.4800109863281,332.3999938964844,332.739990234375,3832417
2026-07-30 09:35:00-04:00,332.69000244140625,332.9700012207031,331.2099914550781,331.2950134277344,1310090
2026-07-30 09:40:00-04:00,331.30999755859375,332.739990234375,330.710205078125,332.19000244140625,1127584
2026-07-30 09:45:00-04:00,332.17498779296875,332.4800109863281,331.25,331.55499267578125,1167207
2026-07-30 09:50:00-04:00,331.54998779296875,333.17999267578125,331.3399963378906,332.3106994628906,987403
2026-07-30 09:55:00-04:00,332.2699890136719,332.3500061035156,331.43499755859375,332.1499938964844,776663
2026-07-30 10:00:00-04:00,332.0799865722656,332.1239929199219,330.57000732421875,330.75,949672
2026-07-30 10:05:00-04:00,330.7300109863281,332.8699951171875,330.3500061035156,332.79998779296875,987188
2026-07-30 10:10:00-04:00,332.80499267578125,332.82000732421875,331.1600036621094,331.3999938964844,720062
2026-07-30 10:15:00-04:00,331.4049987792969,331.9800109863281,331.1099853515625,331.44000244140625,576922
2026-07-30 10:20:00-04:00,331.4599914550781,332.1700134277344,331.3299865722656,331.5899963378906,624066
2026-07-30 10:25:00-04:00,331.6000061035156,332.2900085449219,331.25,331.30999755859375,519720
2026-07-30 10:30:00-04:00,331.29998779296875,331.29998779296875,329.760009765625,329.8599853515625,803285
2026-07-30 10:35:00-04:00,329.8550109863281,331.5,329.5899963378906,331.1400146484375,880249
2026-07-30 10:40:00-04:00,331.1400146484375,332.239990234375,331.1199951171875,332.0799865722656,768441
2026-07-30 10:45:00-04:00,332.07000732421875,332.3999938964844,331.739990234375,332.2300109863281,528790
2026-07-30 10:50:00-04:00,332.2438049316406,332.6400146484375,331.7699890136719,331.9700012207031,573888
2026-07-30 10:55:00-04:00,331.989990234375,332.3299865722656,331.4949951171875,332.3299865722656,373059
2026-07-30 11:00:00-04:00,332.3399963378906,332.3399963378906,331.3500061035156,331.8399963378906,597286
2026-07-30 11:05:00-04:00,331.864990234375,333.0,331.57501220703125,332.7799987792969,647614
2026-07-30 11:10:00-04:00,332.79998779296875,333.03228759765625,331.45001220703125,331.4700012207031,401029
2026-07-30 11:15:00-04:00,331.489990234375,332.07000732421875,331.29998779296875,331.635009765625,363818
2026-07-30 11:20:00-04:00,331.6300048828125,331.739990234375,331.10009765625,331.20001220703125,466708
2026-07-30 11:25:00-04:00,331.20001220703125,331.6000061035156,331.0199890136719,331.2200012207031,364090
2026-07-30 11:30:00-04:00,331.2349853515625,332.07000732421875,331.1499938964844,332.0299987792969,319099
2026-07-30 11:35:00-04:00,332.04998779296875,332.1094055175781,331.57000732421875,331.7200012207031,1630738
2026-07-30 11:40:00-04:00,331.7200012207031,332.3399963378906,331.6000061035156,332.1400146484375,368586
2026-07-30 11:45:00-04:00,332.1499938964844,332.4200134277344,331.7898864746094,331.8349914550781,334296
2026-07-30 11:50:00-04:00,331.8500061035156,332.0400085449219,331.3399963378906,331.7049865722656,366403
2026-07-30 11:55:00-04:00,331.7200012207031,332.1199951171875,331.6099853515625,331.760009765625,385573
2026-07-30 12:00:00-04:00,331.75,331.75,330.8900146484375,331.04998779296875,519834
2026-07-30 12:05:00-04:00,331.07000732421875,331.2850036621094,330.6300048828125,330.9800109863281,504683
2026-07-30 12:10:00-04:00,330.9599914550781,331.43499755859375,330.8399963378906,331.2099914550781,350889
2026-07-30 12:15:00-04:00,331.2049865722656,332.6000061035156,331.0950012207031,332.0400085449219,534745
2026-07-30 12:20:00-04:00,332.05999755859375,332.43499755859375,331.7305908203125,331.94000244140625,411548
2026-07-30 12:25:00-04:00,331.93499755859375,332.3500061035156,331.760009765625,332.0899963378906,335587
2026-07-30 12:30:00-04:00,332.0899963378906,332.1400146484375,331.4049987792969,331.8299865722656,290273
2026-07-30 12:35:00-04:00,331.82000732421875,332.1700134277344,331.760009765625,332.0150146484375,365337
2026-07-30 12:40:00-04:00,332.0299072265625,332.2491149902344,331.5899963378906,332.125,482413
2026-07-30 12:45:00-04:00,332.125,332.3699951171875,331.82000732421875,332.1199951171875,351061
2026-07-30 12:50:00-04:00,332.1400146484375,332.26129150390625,331.989990234375,332.1300048828125,531919
2026-07-30 12:55:00-04:00,332.1400146484375,332.1700134277344,331.5799865722656,331.6199951171875,272087
2026-07-30 13:00:00-04:00,331.6199951171875,332.25,331.6199951171875,332.1600036621094,265271
2026-07-30 13:05:00-04:00,332.1700134277344,332.2699890136719,332.04998779296875,332.25,212767
2026-07-30 13:10:00-04:00,332.260009765625,332.8500061035156,332.2560119628906,332.7099914550781,377652
2026-07-30 13:15:00-04:00,332.7200012207031,332.7699890136719,332.25,332.55999755859375,369986
2026-07-30 13:20:00-04:00,332.54998779296875,332.57000732421875,332.1300048828125,332.2900085449219,304738
2026-07-30 13:25:00-04:00,332.2900085449219,332.33599853515625,331.989990234375,332.0899963378906,245294
2026-07-30 13:30:00-04:00,332.0799865722656,332.3999938964844,331.7200927734375,331.9100036621094,257110
2026-07-30 13:35:00-04:00,331.95001220703125,332.389892578125,331.9100036621094,332.15008544921875,271921
2026-07-30 13:40:00-04:00,332.20001220703125,332.7799987792969,331.9800109863281,332.6499938964844,192787
2026-07-30 13:45:00-04:00,332.6400146484375,332.739990234375,332.4599914550781,332.69000244140625,211852
2026-07-30 13:50:00-04:00,332.69000244140625,333.1659851074219,332.6492919921875,332.92999267578125,279375
2026-07-30 13:55:00-04:00,332.95001220703125,333.30999755859375,332.8699951171875,333.2950134277344,297313
2026-07-30 14:00:00-04:00,333.30999755859375,333.9800109863281,333.0150146484375,333.0249938964844,394208
2026-07-30 14:05:00-04:00,333.0498962402344,333.510009765625,333.0115966796875,333.19500732421875,320802
2026-07-30 14:10:00-04:00,333.19500732421875,333.4599914550781,333.0299987792969,333.2749938964844,429762
2026-07-30 14:15:00-04:00,333.2799987792969,333.739990234375,333.2749938964844,333.6549987792969,342328
2026-07-30 14:20:00-04:00,333.6400146484375,333.6400146484375,332.95001220703125,333.0602111816406,314473
2026-07-30 14:25:00-04:00,333.07501220703125,333.20001220703125,332.7341003417969,333.1000061035156,282961
2026-07-30 14:30:00-04:00,333.1199951171875,333.6199951171875,332.8999938964844,333.5899963378906,275976
2026-07-30 14:35:00-04:00,333.5799865722656,333.65020751953125,333.375,333.55999755859375,268954
2026-07-30 14:40:00-04:00,333.55999755859375,333.7550048828125,333.4700012207031,333.5299987792969,309637
2026-07-30 14:45:00-04:00,333.5400085449219,333.9996032714844,333.4200134277344,333.9100036621094,314613
2026-07-30 14:50:00-04:00,333.9100036621094,334.0899963378906,333.739990234375,333.9798889160156,319800
2026-07-30 14:55:00-04:00,333.94000244140625,334.0799865722656,333.7123107910156,333.75,335983
2026-07-30 15:00:00-04:00,333.7349853515625,334.0166015625,333.4599914550781,333.80999755859375,464471
2026-07-30 15:05:00-04:00,333.80499267578125,333.885009765625,333.4054870605469,333.6099853515625,426958
